f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,label
0.0,0.0,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,2.0,0.035970207303762436,0.17077936232089996,0.0008317678002640605,0.1375466287136078,0.25209954380989075,0.5477912425994873,0.8655616641044617,0.004023551940917969,0.0010072190780192614,4.649432483461169e-08,0.0007231620838865638,0.002789098536595702,0.007440859451889992,0.019542574882507324,1.021857656269276e-06,30.320100784301758,324.51837158203125,85.94894409179688,9.777127265930176,6.559901714324951,107.0870132446289,126.07630920410156,1
0.0,0.0,0.0,0.8378378378378378,0.10810810810810811,0.05405405405405406,0.0,6.0,0.04084771126508713,0.10227393358945847,3.842717788415939e-08,0.04762384295463562,0.769289493560791,0.5091922879219055,0.3777735233306885,9.257368560611212e-07,0.00029223173623904586,8.151055623198766e-17,8.182851161109284e-05,0.014370141550898552,0.008108612149953842,0.005925804376602173,2.7111478210009587e-14,67.8968734741211,2786.128173828125,188.74281311035156,11.525091171264648,66.8356704711914,135.50668334960938,263.5350341796875,1
0.0,0.0,0.0,0.08108108108108109,0.0,0.918918918918919,0.0,4.0,0.026622528210282326,0.0186897125095129,7.183373782027047e-06,0.06154784560203552,0.49190035462379456,0.16337202489376068,0.9012222290039062,0.0011255370918661356,9.973712622013409e-06,2.7373060415558648e-12,5.1397561037447304e-05,0.011295282281935215,0.0006591197452507913,0.010281085968017578,3.719090813092407e-08,67.8968734741211,2786.128173828125,188.74281311035156,11.525091171264648,66.8356704711914,135.50668334960938,263.5350341796875,1
0.0,0.0,0.0,0.08108108108108109,0.0,0.918918918918919,0.0,4.0,0.026622528210282326,0.0186897125095129,7.183373782027047e-06,0.06154784560203552,0.49190035462379456,0.16337202489376068,0.9012222290039062,0.0011255370918661356,9.973712622013409e-06,2.7373060415558648e-12,5.1397561037447304e-05,0.011295282281935215,0.0006591197452507913,0.010281085968017578,3.719090813092407e-08,67.8968734741211,2786.128173828125,188.74281311035156,11.525091171264648,66.8356704711914,135.50668334960938,263.5350341796875,1
0.0,0.0,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,2.0,0.027679860591888428,0.10106746107339859,0.0021723478566855192,0.1569037139415741,0.5291182398796082,0.07645019888877869,0.844656229019165,0.0011909842723980546,0.00027909272466786206,1.841363399535112e-07,0.000631164584774524,0.00823764968663454,0.0001365771604469046,0.012408622540533543,4.717394119779783e-08,30.320100784301758,324.51837158203125,85.94894409179688,9.777127265930176,6.559901714324951,107.0870132446289,126.07630920410156,1
0.0,0.0,0.0,0.03333333333333333,0.0,0.9666666666666667,0.0,2.0,0.027679860591888428,0.10106746107339859,0.0021723478566855192,0.1569037139415741,0.5291182398796082,0.07645019888877869,0.844656229019165,0.0011909842723980546,0.00027909272466786206,1.841363399535112e-07,0.000631164584774524,0.00823764968663454,0.0001365771604469046,0.012408622540533543,4.717394119779783e-08,30.320100784301758,324.51837158203125,85.94894409179688,9.777127265930176,6.559901714324951,107.0870132446289,126.07630920410156,1
0.0,0.0,0.0,0.08108108108108109,0.0,0.918918918918919,0.0,4.0,0.026622528210282326,0.0186897125095129,7.183373782027047e-06,0.06154784560203552,0.49190035462379456,0.16337202489376068,0.9012222290039062,0.0011255370918661356,9.973712622013409e-06,2.7373060415558648e-12,5.1397561037447304e-05,0.011295282281935215,0.0006591197452507913,0.010281085968017578,3.719090813092407e-08,67.8968734741211,2786.128173828125,188.74281311035156,11.525091171264648,66.8356704711914,135.50668334960938,263.5350341796875,1
